微博id,发布者,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwEkgBkOc,封面新闻,封面新闻:#自称治愈副厅长新冠肺炎医生被查#【“民间神医”？#湖北医生自称治愈9例新冠肺炎患者#被查】连日来，一则李跃华医生成功治愈湖北省司法厅退休副厅长陈北洋新冠肺炎的消息，通过网络广泛传播。2月20日，李跃华对其采取专利“一种穴位注射剂”，给陈北洋及其家人治疗一事，予以证实。李跃华称，用于治疗的注射剂，是万分之五的苯酚，已治愈9例新冠肺炎患者。李跃华提供的“治愈”患者名单中，有人称当时确实感觉控制了病情，但最终核酸检测仍为阳性而住院。3月1日，湖北省卫生计生委综合监督局一份《关于对李跃华、张胜兵治疗新冠肺炎等相关情况的调查报告》显示，李跃华承认未取得《医师执业证书》。介于李跃华非法行医行为，该监管局建议责成属地卫生健康行政部门依法严肃查处。http://t.cn/A67i3di5 [组图共9张] 原图 ,无,无,2020-03-01 23:49,微博专业版,788,120,353
IwEkgARmE,大河报,大河报:【疫情防控表现突出，#河南首批33个基层党组织受到通报表扬#】2月28日，省委组织部印发《关于对新冠肺炎疫情防控工作中表现突出的基层党组织进行表扬的通报》(以下简称《通报》)，首批通报表扬33个基层党组织。详细名单戳→最新新闻  原图 ,无,无,2020-03-01 23:49,微博 weibo.com,28,1,6
IwEke01Mv,ivanlover,ivanlover:北京新冠肺炎疫情防控工作领导小组第三十四次会议暨首都严格进京管理联防联控协调机制第五次会议召开 http://t.cn/A674FIqG  原图 ,无,无,2020-03-01 23:49,学习强国客户端,0,0,0
IwEkb2c7k,一壶三泡台,一壶三泡台:袁隆平为抗击新冠肺炎疫情捐款10万元 http://t.cn/A67xC1Ss  原图 ,无,无,2020-03-01 23:49,学习强国客户端,0,0,0
IwEk9x2AG,M7S20,M7S20:今天是2020.3.1，昨天是2020.2.29，2月29日，四年一遇的日子。特殊而又平凡且枯燥，新冠肺炎盛行，二月底有所好转，但未完全控制，出门仍需戴口罩，线下开学依旧未知，3月2日开始线上上课，这场世界疾病，何时是个头？三月开始，象征春天，象征希望，期望尽快好起来。不知下一个2月29日，2024的2.29，会是什么样呢？ ,无,无,2020-03-01 23:49,iPhone客户端,0,0,0
IwEk8179p,penguin徐,penguin徐:3月1日，武汉市新冠肺炎防控指挥部向武汉华夏理工学院下达通知，征用学生宿舍3000间同心戮力 共克时艰 | 武汉华夏理工学院致广大师生家长校友的一封信  同心戮力 共克时艰 | 武汉华夏理工学院致广大师生家长校友的一封信  ,无,无,2020-03-01 23:49,HUAWEI Mate 20,0,0,0
IwEk6iAbo,烟的小恶魔,烟的小恶魔:话说，其实还有更惨的，我准备做成n期封城求生，体现我们武汉人抗击新冠肺炎的坚强意志。。。  [组图共9张] 原图 ,无,无,2020-03-01 23:49,Share微博客户端,5,0,8
IwEk5DFLt,大爱宜昌,大爱宜昌:#宜昌爆料#【鄂汇办APP上线“滞留湖北外地人员上报求助”服务】为切实保障滞留湖北外地人员的生命健康安全，湖北省新冠肺炎疫情防控指挥部成立了滞留湖北外地人员服务保障工作专班。根据要求，省政务管理办推出了“滞留湖北外地人员上报求助”服务，目前已在“鄂汇办”APP、湖北政务服务网正式上线。如您因疫情滞留湖北，面临无居所、无生活来源、急需就医、急需就业及其他生活困难，可通过上述平台快速上报。省指挥部滞留湖北外地人员服务保障工作专班将尽力协调相关方面帮助解决。#湖北抗疫在行动##宜昌加油# 原图 ,无,无,2020-03-01 23:49,宜昌超话,13,7,7
IwEk29d1D,江门科技,江门科技:为充分发挥科技攻关作用支撑打赢疫情防控阻击战，2月28日，广东省科技厅、江门市科技局组织主题为“科学防控，共克时艰”的“科技暖企行动”科普服务行走进江门高新区，进行新冠肺炎疫情防控科普宣传，并为10家科技型企业捐赠一批生态抗菌喷剂。“科技暖企行动”走进江门国家高新区  原图 ,无,无,2020-03-01 23:49,微博 weibo.com,1,0,0
IwEk04ul1,南大李跃华,南大李跃华:比尔·盖茨：面对任何危机，领导人都肩负着两个同等重要的责任：解决眼前的问题，以及防止问题再次发生。新冠肺炎疫情（COVID-19）就是一个有力的证明。我们不仅需要拯救生命，也要从整体上改善应对疫情爆发的方式。前者更加紧迫，而后者从长远来看至关重要。  ,无,无,2020-03-01 23:49,微博 weibo.com,3,0,0
IwEjZb8w0,从宇宙黑洞飞出火凤凰,从宇宙黑洞飞出火凤凰:【#太原确诊患者全部治愈出院#，山西连续5天无新增】3月1日，山西太原最后一名新冠肺炎确诊患者治愈出院。该患者77岁，因发热于2月13日入院，经治疗符合出院标准。至此，太原市20例确诊患者全部治愈出院。山西全省已连续5天无新增病例，疑似病例清零，治愈出院114例。一手video的秒拍视频  ,无,无,2020-03-01 23:49,Android客户端,1,0,0
IwEjY1F46,宏石文艺微博,宏石文艺微博:全球首例新冠肺炎病人肺移植手术成功 http://t.cn/A67i3EnW陈静瑜肺腑之言 @华东理工大学中澳MBA  原图 ,无,无,2020-03-01 23:48,iPhone客户端,0,0,0
IwEjX5jvu,澳門城市快報史丹利,澳門城市快報史丹利:【兩岸】確診者隱瞞曾到武漢　判囚10個月山東省菏澤市成武縣一名新冠肺炎確診者，早前涉嫌隱瞞發燒及在武漢的接觸史，導致37人要隔離。該人2月因涉嫌妨害傳染病防治罪而被審查起訴，當地法院3月1日作出全省首宗同類判例，判處被告10個月有期徒刑。案中被告田某今年1月9日曾前往武漢市武昌區漢口鎮，其後返回成武縣家中。1月22日，田某因發燒、咳嗽到醫院就診，翌日被收治，期間兩度隱瞞其武漢接觸史。今年1月26日田某確診，至2月8日治愈。田某於2月24日被公安起訴，原因是他故意隱瞞行程、病情和密切接觸人員，前後共造成37人被隔離。成武縣人民法院作出裁決，判處田某10個月有期徒刑，他表示服判不上訴。 ,无,无,2020-03-01 23:48,微博 weibo.com,0,0,0
IwEjVEfx3,重庆检察,重庆检察:#全国确诊新型肺炎病例# 【#深圳新增由英国途经香港输入病例#】3月1日凌晨，深圳市卫生健康委报告1例境外输入新冠肺炎确诊病例。相关情况如下：患者，男，35岁，在英国布里斯托工作。2月27日乘坐CX250航班，由伦敦飞往香港。2月28日13:27抵达香港机场，15:30在香港机场海天码头乘坐渡轮（船次3A109）到蛇口码头，16:32在码头入境时，显示该患者体温正常，16:45从蛇口码头乘出租车回福田区家中。患者全程佩戴口罩。2月29日上午7时，患者出现咳嗽、发热症状。10时由家属驾车送往中山大学附属第八医院发热门诊就诊。21时咽拭子初筛新冠病毒核酸阳性。23时患者由中大八医转至深圳市第三人民医院隔离治疗。3月1日0:40，深圳市疾控中心复核结果为新冠病毒核酸阳性。目前患者病情稳定。深圳市福田区疾控中心接到中大八院报告后，立即开展流行病学调查、密切接触者采样、终末消杀等工作，目前共确定密切接触者93人。据初步了解，患者无湖北旅行史，在英国工作地点有两名同事出现咳嗽发热症状。广东省卫生健康委已于3月1日凌晨将相关情况通报香港卫生部门。@人民日报 原图 ,无,无,2020-03-01 23:48,iPhone客户端,4,6,6
IwEjVEduE,煤城记忆,煤城记忆:#这次疫情让你看到了什么#【与重症患者口鼻相对 揭秘插管敢死队】在武汉华中科技大学同济医院光谷院区，来自5家医院的18位麻醉医生在此集结，组成了一支混编的“插管敢死队”，为这所医院收治的新冠肺炎重症或危重症患者施治，他们24小时值班待命，他们夜以继日地与死神赛跑，当危重症患者的“守护神”。#坚定信心 战“疫”必胜# http://t.cn/A6hknXYg ,无,无,2020-03-01 23:48,微博 weibo.com,1,0,0
IwEjU8yqS,用户5287652333,用户5287652333:河南省新冠肺炎疫情防控工作第二十场新闻发布会召开 学校开学时间继续推迟 http://t.cn/A67MdX0L  原图 ,无,无,2020-03-01 23:48,学习强国客户端,0,0,0
IwEjTzMhf,如何种植一串肥美的葡萄,如何种植一串肥美的葡萄:#韩国集中力量治疗重症患者# 【公交车上仅3名乘客，市民：现在乱套了，因为病毒什么都做不了】截至3月1日，韩国累计确诊新冠肺炎3736例，死亡病例18例，其中新天地教总部所在的大邱累计确诊2372例，发生聚集性感染，成为韩国疫情重灾区。。。 全球拍视频的微博视频  ,无,无,2020-03-01 23:48,117红薯预备役超话,8,0,1
IwEjSELi7,星源美天-焦兴兴护士,星源美天-焦兴兴护士:【美天科普讲堂】新冠肺炎疫情当前🦠如何提高身体抵抗力心理平衡不可少，请戳下图～  原图 ,无,无,2020-03-01 23:48,iPhone客户端,0,0,0
IwEjS5s2D,薇薇安充儿比我高,薇薇安充儿比我高:#英国新增12名新冠肺炎感染者# 现在重视起来了吗？  ,无,无,2020-03-01 23:48,iPhone客户端,0,0,0
IwEjReE5R,瞭望,瞭望:#新型冠状病毒感染肺炎#【#北京市教委对民办幼儿园和教育培训机构提出支持措施#】记者1日从北京市教委了解到，为进一步减轻新冠肺炎疫情对民办幼儿园和教育培训机构的影响，将采取减免房租、延期纳税、发放补助等方式进行支持。　　北京市近期出台针对疫情期间民办幼儿园和教育培训机构的最新政策规定，教育机构承租北京市及各区属国有企业房产从事办学活动，依照防疫规定延期开学或暂停培训且不裁员、少裁员的，免收2月份房租。承租用于办公用房的，给予2月份租金50%减免；对承租其他经营用房的，鼓励业主（房东）减免租金，对减免房租的企业，由政府给予一定资金补贴。　　此外，受疫情影响纳税申报困难的教育机构，可依法办理延期缴纳税款，最长不超过3个月。对受疫情影响的“定期定额”户，结合实际情况合理调整定额，或简化停业手续。　　针对运转困难且在解决“入园难”方面发挥重要作用的民办非普惠性幼儿园将给予帮扶，鼓励具备条件的民办园转为普惠性幼儿园。此前经教育行政部门认定且符合条件的民办普惠性幼儿园，将按时足额发放相关补助。　　据悉，相关政策适用于经各区教委审批的民办幼儿园（含备案的社区办园点）和教育培训机构，经市教委审批的民办非学历高等教育机构，以及申请备案的学科类校外线上培训机构。（记者赵琬微） 原图 ,无,无,2020-03-01 23:48,Redmi K30 5G先锋,7,4,2
IwEjPrN5C,长安号官微,长安号官微:#西安抗疫最前线##关注新冠肺炎#【#全球除中国外已现7600余例新冠肺炎病例#】截至北京时间3月1日20时，中国以外共61个国家和地区报告新冠肺炎累计确诊病例7600余例，已有七国的累计确诊病例逾一百例。①韩国累计确诊病例3736例，当日新增586例，死亡18例；②日本新冠肺炎确诊感染者共955人；③伊朗累计确诊978例，死亡54例，175人治愈出院；④意大利累计确诊1128例，死亡29例，治愈50例。http://t.cn/A67i6xOg ,无,无,2020-03-01 23:48,iPhone客户端,0,0,0
IwEjOvAtw,蘑菇头要拥有好运气,蘑菇头要拥有好运气:#英国新增12名新冠肺炎感染者#不好意思大家我不去上课了  ,无,无,2020-03-01 23:48,iPhone 8 Plus,5,0,7
IwEjN2SBN,坊间隠士,坊间隠士:武汉封城，阻止新冠肺炎疫情蔓延开来。（2020年1月26，2月2日，两次拍摄）此后，全城小区封闭，足不出户，宅家。  [组图共9张] 原图 ,无,无,2020-03-01 23:48,iPhone客户端,0,0,0
IwEjKEone,UC江湖号,UC江湖号:武汉新冠肺炎确诊患者，偷偷溜出医院拍视频炫耀，道歉后仍遭网友怒怼！http://t.cn/A67i3TZ8  原图 ,无,无,2020-03-01 23:48,iPhone客户端,0,0,0
IwEjK51Kp,zweinaa,zweinaa:韩国疫情越来越重小伙伴纷纷发信息问我情况报个平安目前我所在的城市0感染者不用担心 明天以后的情况怎样就别去想了晚安#韩国##韩国新冠肺炎##韩国疫情# 韩国  显示地图 原图 ,无,#韩国疫情#,2020-03-01 23:48,三星android智能手机,0,0,0
IwEjJe3yY,爱管闲事的老奶奶,爱管闲事的老奶奶:因为疫情原因武汉个体诊所全部关门，也包括汉阳爱茵思门诊，听说这个诊所医生李跃华，治好了许多新冠病毒肺炎患者，最有名的是湖北省司法厅已退休的陈副厅长。我们国家在治疗肺炎中，能 用美国的药瑞德西韦，为啥不能用武汉民间李医生的中西医苯酚注射穴位治疗肺炎的方法试试呢？不论是哪位医生，且不论是专家或是个体，只要能早日终结疫情，就是最好的医生！#应勇任湖北省委书记##王忠林任武汉市委书记##武汉卫健委发布病毒性肺炎高发注意事项##中国疾控中心##武汉疾控中心回应病例增加##人民网##人民日报##中央电视台##环球时报##环球日报##华尔街日报##参考消息##三联生活周刊##新浪微博##腾讯新闻##中国卫生部##中国新闻网##世界卫生组织##中国新闻网##环球网# ,无,无,2020-03-01 23:48,红米Redmi,0,0,0
